"time","summary","icon","sunriseTime","sunsetTime","precipIntensity","precipIntensityMax","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","dewPoint","windSpeed"
"1374130800","Partly cloudy throughout the day.","partly-cloudy-day","1374152592","1374204653","0","0","0","53.85","1374148800","64.69","1374192000","53.02","8.42","274","0.41","0.86","1016.5","9.26","307.06"
"1374217200","Mostly cloudy in the morning.","partly-cloudy-day","1374239037","1374291016","0","0","0","52.27","1374235200","67.79","1374271200","53.89","9.43","262","0.43","0.82","1011.75","8.41","295.78"
"1374303600","Partly cloudy until afternoon.","partly-cloudy-day","1374325483","1374377377","0","0","0","53.05","1374325200","70.63","1374364800","54.8","8.86","241","0.39","0.79","1008.19","9.7","289.23"
"1374390000","Partly cloudy throughout the day.","partly-cloudy-day","1374411930","1374463737","0","0","0","53.56","1374408000","67.96","1374444000","53.66","9.19","238","0.22","0.76","1008.07","10","292.8"
"1374476400","Mostly cloudy throughout the day.","partly-cloudy-day","1374498378","1374550095","0","0","0","54.86","1374494400","76.06","1374534000","54.83","5.87","234","0.69","0.69","1011.28","294.18"
"1374562800","Mostly cloudy until evening.","partly-cloudy-day","1374584826","1374636451","0.001","0","0.06","57.98","1374584400","76.76","1374620400","55.17","5.53","244","0.6","0.67","1012.91","292.69"
"1374649200","Clear throughout the day.","clear-day","1374671274","1374722806","0","0","0","57.29","1374667200","78.71","1374706800","55.92","5.36","247","0","0.67","1012.2","290.75"
"1374735600","Clear throughout the day.","clear-day","1374757723","1374809159","0","0","0","56.29","1374753600","80.74","1374793200","56.32","5.32","240","0","0.66","1012.18","295.72"
